GeneID	ANNOTATION_SYMBOL	NAME	ISC	EB	EC	EE	VM
FBgn0010220	CG12759	DEAD box protein 45A	25.249	21.078	22.586	17.635	13.207
FBgn0010222	CG18466	NAD-dependent methylenetetrahydrofolate dehydrogenase	24.813	38.878	16.641	42.550	57.290
FBgn0010223	CG12232	G protein alpha f subunit	10.251	21.471	18.447	55.612	31.178
FBgn0010225	CG1106	Gelsolin	0.813	0.680	1.019	2.434	2.846
FBgn0010226	CG8938	Glutathione S transferase S1	15.993	6.319	8.434	27.240	10.497
FBgn0010228	CG17921	HMG protein Z	87.681	137.748	113.393	173.266	102.255
FBgn0010235	CG5433	Kinesin light chain	14.488	20.234	14.396	12.309	12.123
FBgn0010238	CG12369	Lachesin	1.994	4.310	2.093	2.151	9.097
FBgn0010240	CG17336	Ligand-gated chloride channel homolog 3	1.067	1.237	1.838	3.287	1.081
FBgn0010241	CG8523	Multi drug resistance 50	0.665	0.624	4.493	26.228	15.022
FBgn0010246	CG9155	Myosin 61F	6.084	13.398	19.194	12.391	30.474
FBgn0010247	CG40411	Poly-(ADP-ribose) polymerase	6.284	5.256	5.772	3.621	3.574
FBgn0010258	CG9654	RNA-binding protein 4	0.463	0.215	0.193	0.576	0.279
FBgn0010263	CG3151	RNA-binding protein 9	0.026	0.014	0.016	0.086	0.024
FBgn0010265	CG13389	Ribosomal protein S13	4099.512	4038.566	3289.536	1641.318	2322.554
FBgn0010269	CG15793	Downstream of raf1	11.378	9.483	9.051	22.430	7.475
FBgn0010278	CG4817	Structure specific recognition protein	50.322	61.993	33.615	12.571	28.482
FBgn0010280	CG5444	TBP-associated factor 4	1.296	0.963	1.100	0.852	0.658
FBgn0010282	CG10281	Transcription factor IIFalpha	17.805	20.637	23.646	31.560	18.907
FBgn0010287	CG7562	TBP-related factor	8.356	7.459	5.401	4.231	2.348
FBgn0010288	CG4265	Ubiquitin carboxy-terminal hydrolase	35.921	34.632	28.598	39.268	24.066
FBgn0010292	CG1430	by S6	14.659	11.815	11.820	4.562	6.427
FBgn0010294	CG14266	new glue 2	0.021	0.005	0.000	0.009	0.008
FBgn0010295	CG10788	new glue 3	0.000	0.000	0.000	0.055	0.004
FBgn0010296	CG10789	new glue 4	0.109	0.099	0.117	0.191	0.063
FBgn0010300	CG10719	brain tumor	3.540	2.554	2.331	4.636	0.875
FBgn0010303	CG4353	hemipterous	8.542	4.689	6.589	6.871	5.176
FBgn0010309	CG10739	pigeon	0.496	0.726	1.029	2.663	0.733
FBgn0010313	CG2530	corto	1.105	0.805	1.469	1.966	1.099
FBgn0010314	CG3738	Cyclin-dependent kinase subunit 30A	7.739	0.681	0.667	0.152	0.813
FBgn0010315	CG9096	Cyclin D	1.166	0.853	0.864	0.587	0.523
FBgn0010316	CG1772	dacapo	6.466	7.293	5.272	2.031	3.208
FBgn0010317	CG10308	Cyclin J	0.129	0.012	0.273	1.410	0.042
FBgn0010323	CG2851	Goosecoid	0.004	0.021	0.008	0.031	0.012
FBgn0010328	CG5965	without children	3.983	3.082	2.673	2.426	1.953
FBgn0010329	CG1543	Tyramine beta hydroxylase	0.029	0.036	0.024	0.388	0.025
FBgn0010333	CG2248	Rac1	25.222	24.927	45.807	24.721	18.388
FBgn0010339	CG8340	upstream of RpIII128	27.294	41.461	31.926	22.872	21.240
FBgn0010340	CG9852	upstream of RpII140	8.350	15.070	17.950	10.435	10.775
FBgn0010341	CG12530	Cdc42	15.243	15.735	23.544	13.341	17.393
FBgn0010342	CG1825	Microtubule-associated protein 60	5.189	4.216	2.557	2.269	2.010
FBgn0010348	CG8385	ADP ribosylation factor at 79F	21.222	24.850	22.974	22.136	21.337
FBgn0010350	CG7962	CDP diglyceride synthetase	1.946	3.892	4.860	11.515	6.509
FBgn0010352	CG11661	Neural conserved at 73EF	7.446	9.551	6.188	8.164	10.107
FBgn0010355	CG17603	TBP-associated factor 1	0.705	0.568	0.549	0.710	0.580
FBgn0010356	CG7704	TBP-associated factor 5	6.966	6.825	5.727	6.628	5.186
FBgn0010357	CG18211	betaTrypsin	108.031	21.945	2539.741	1145.978	6367.486
FBgn0010358	CG12351	deltaTrypsin	0.116	1.285	17.926	54.671	13.715
FBgn0010359	CG30028	gammaTrypsin	0.000	0.000	0.000	0.003	0.004
FBgn0010379	CG4006	Akt1	7.498	10.348	5.998	1.845	2.926
FBgn0010380	CG12532	"Adaptor Protein complex 1/2, beta subunit"	14.165	16.523	16.688	20.830	13.402
FBgn0010381	CG10810	Drosomycin	27.454	1.237	0.612	12.425	155.900
FBgn0010382	CG3938	Cyclin E	0.129	0.117	0.081	0.072	0.052
FBgn0010383	CG6816	Cytochrome P450-18a1	0.025	0.015	0.058	0.495	0.032
FBgn0010385	CG1385	Defensin	0.048	0.112	2.088	0.030	4.308
FBgn0010387	CG8627	Diazepam-binding inhibitor	30.513	339.572	323.920	87.666	591.613
FBgn0010388	CG10816	Drosocin	0.011	0.031	0.038	0.051	0.136
FBgn0010389	CG7223	heartless	0.039	0.019	0.043	0.040	0.059
FBgn0010391	CG2522	GTP-binding protein	32.304	22.932	26.954	26.804	26.587
FBgn0010395	CG1762	Integrin betanu subunit	3.182	6.084	10.646	6.033	5.526
FBgn0010397	CG10119	Lamin C	54.829	36.952	31.213	19.081	24.256
FBgn0010398	CG6098	Leucine-rich repeat 47	1.010	0.808	1.155	0.722	0.656
FBgn0010399	CG2902	NMDA receptor 1	0.007	0.010	0.023	0.546	0.019
FBgn0010401	CG3250	Os-C	0.049	0.038	0.220	0.088	0.013
FBgn0010403	CG11422	Odorant-binding protein 83b	0.103	0.351	0.134	0.474	0.524
FBgn0010406	CG8194	Ribonuclease X25	10.500	12.992	18.434	24.627	15.776
FBgn0010407	CG4926	Ror	4.543	3.292	1.983	2.363	2.961
FBgn0010408	CG3395	Ribosomal protein S9	4143.577	4371.609	3416.948	1205.333	2361.126
FBgn0010409	CG6510	Ribosomal protein L18A	6769.916	6705.444	6730.425	2472.111	4672.622
FBgn0010411	CG8900	Ribosomal protein S18	3131.350	3133.612	3033.978	1401.231	2314.539
FBgn0010412	CG4464	Ribosomal protein S19a	2011.324	2021.985	1646.946	765.003	1247.457
FBgn0010414	CG4545	Serotonin transporter	0.038	0.172	0.042	0.049	0.061
FBgn0010415	CG10497	Syndecan	16.779	6.849	22.096	16.621	18.577
FBgn0010416	CG9984	TH1	9.226	6.294	7.737	8.797	6.100
FBgn0010417	CG32211	TBP-associated factor 6	8.008	5.419	5.544	4.787	4.028
FBgn0010421	CG6538	Transcription factor TFIIFbeta	4.136	3.169	4.773	6.416	5.035
FBgn0010422	CG3710	RNA polymerase II elongation factor	15.115	9.343	10.829	14.519	7.713
FBgn0010423	CG9073	Troponin C at 47D	0.109	0.347	0.041	0.304	1.097
FBgn0010424	CG7930	Troponin C at 73F	0.690	0.539	2.231	0.842	4.539
FBgn0010425	CG18681	epsilonTrypsin	104.424	3.984	1159.737	534.672	3563.027
FBgn0010431	CG18543	matrimony	0.111	0.091	1.722	0.510	1.332
FBgn0010433	CG7508	atonal	0.017	0.056	0.005	0.043	0.112
FBgn0010434	CG11949	coracle	7.367	12.080	7.599	11.243	11.224
FBgn0010435	CG2727	epithelial membrane protein	3.599	16.836	10.246	2.751	35.748
FBgn0010438	CG4337	mitochondrial single stranded DNA-binding protein	41.280	43.107	37.593	23.396	22.197
FBgn0010441	CG5974	pelle	5.104	7.958	7.529	7.014	7.120
FBgn0010452	CG11280	tartan	15.998	10.724	6.767	7.564	6.460
FBgn0010453	CG4698	Wnt oncogene analog 4	0.085	0.109	0.241	0.097	0.825
FBgn0010470	CG9847	FK506-binding protein 14 ortholog	10.827	22.122	15.244	28.684	23.660
FBgn0010473	CG15427	turtle	0.080	0.018	0.118	2.269	0.108
FBgn0010482	CG9432	lethal (2) 01289	0.013	0.020	0.030	0.411	0.035
FBgn0010488	CG3845	NAT1	14.441	10.983	14.693	14.431	12.211
FBgn0010497	CG5304	Dietary and metabolic glutamate transporter	2.998	1.230	9.701	16.011	46.543
FBgn0010501	CG5370	Death caspase-1	19.330	19.216	21.339	36.702	29.412
FBgn0010504	CG11546	kermit	3.050	7.775	5.891	6.195	7.928
FBgn0010516	CG8996	walrus	83.578	138.506	145.899	48.871	86.655
FBgn0010520	CG4539	Bekka	23.541	10.594	22.653	14.019	8.406
FBgn0010531	CG17753	Copper chaperone for superoxide dismutase	11.169	12.111	22.770	20.005	23.002
FBgn0010548	CG11140	Aldehyde dehydrogenase type III	1.442	2.575	2.797	4.296	4.757
FBgn0010549	CG8799	lethal (2) 03659	8.964	0.195	0.226	0.048	0.796
FBgn0010551	CG15081	lethal (2) 03709	33.411	45.562	31.169	14.597	17.168
FBgn0010575	CG5580	scribbler	1.529	0.725	0.898	1.263	0.719
FBgn0010583	CG3727	dreadlocks	3.319	2.402	1.773	4.467	3.527
FBgn0010590	CG8392	Proteasome beta1 subunit	275.269	326.146	294.567	227.432	203.406
FBgn0010591	CG8946	Sphingosine-1-phosphate lyase	10.638	38.404	32.211	29.331	36.632
FBgn0010602	CG3018	lesswright	19.825	16.175	15.477	11.095	9.503
FBgn0010607	CG8886	lethal (2) 05714	3.659	3.358	4.096	3.683	2.819
FBgn0010611	CG4311	HMG Coenzyme A synthase	7.828	8.455	7.561	4.175	7.328
FBgn0010612	CG6105	lethal (2) 06225	164.411	285.227	251.986	162.122	163.378
FBgn0010620	CG10939	SRY interacting protein 1	2.735	11.406	8.610	15.614	35.295
FBgn0010621	CG8439	T-complex Chaperonin 5	76.379	75.797	70.525	38.448	30.886
FBgn0010622	CG9893	lethal (2) 06496	16.806	17.958	21.173	22.253	16.821
FBgn0010638	CG10130	Sec61beta	280.541	275.094	331.721	191.862	235.813
FBgn0010651	CG15095	lethal (2) 08717	17.145	22.213	28.764	69.545	33.043
FBgn0010660	CG3820	Nucleoporin 214kD	6.576	5.461	6.443	3.720	3.785
FBgn0010704	CG7085	rotini	8.512	7.988	10.900	11.865	12.008
FBgn0010741	CG6302	lethal (3) 01239	121.163	166.347	129.673	99.767	77.844
FBgn0010747	CG4659	Signal recognition particle protein 54k	48.007	48.081	62.386	38.907	44.119
FBgn0010750	CG2503	antimeros	7.308	6.909	6.510	4.058	3.942
FBgn0010762	CG32067	simjang	2.847	2.067	1.945	3.325	1.386
FBgn0010768	CG5557	squeeze	2.884	2.733	1.510	3.162	1.260
FBgn0010770	CG5786	peter pan	28.455	21.306	21.222	10.977	10.234
FBgn0010772	CG2179	Xe7	9.782	4.778	10.061	8.637	7.704
FBgn0010774	CG1101	RNA and export factor binding protein 1	52.916	45.151	44.718	36.602	35.601
FBgn0010786	CG9165	lethal (3) 02640	44.764	88.168	33.758	12.150	17.276
FBgn0010803	CG9735	Tryptophanyl-tRNA synthetase	5.576	7.297	6.716	3.946	4.829
FBgn0010808	CG1715	lethal (3) 03670	103.235	198.439	176.968	98.351	188.641
FBgn0010812	CG2708	-	10.866	10.701	8.952	16.099	16.840
FBgn0010825	CG6964	Grunge	0.749	0.530	0.704	0.703	0.461
FBgn0010830	CG11238	lethal (3) 04053	6.870	6.344	7.453	7.513	5.376
FBgn0010877	CG7129	lethal (3) 05822	7.895	5.303	6.241	11.067	5.007
FBgn0010894	CG10624	sinuous	0.678	0.725	0.760	0.726	1.903
FBgn0010905	CG16757	Spinophilin	0.196	0.319	0.413	1.265	0.554
FBgn0010909	CG16973	misshapen	5.164	3.935	5.406	2.679	2.706
FBgn0010926	CG5824	lethal (3) 07882	4.376	2.316	3.886	1.658	1.365
FBgn0011016	CG5474	Signal sequence receptor beta	133.446	164.643	177.326	136.652	189.614
FBgn0011020	CG10061	Spindle assembly abnormal 4 ortholog (C. elegans)	0.590	0.349	0.472	0.450	0.282
FBgn0011202	CG1768	diaphanous	3.469	2.982	4.413	3.322	3.550
FBgn0011204	CG12086	cueball	3.789	6.166	12.408	12.986	10.048
FBgn0011205	CG5725	fumble	0.518	1.388	1.395	1.281	1.421
FBgn0011206	CG4760	boule	0.344	0.515	1.040	1.762	0.572
FBgn0011207	CG3959	pelota	8.483	11.200	14.129	11.306	7.438
FBgn0011211	CG3612	bellwether	572.155	842.568	877.502	504.847	653.577
FBgn0011217	CG7425	effete	100.595	116.143	111.010	108.577	72.000
FBgn0011224	CG31000	hephaestus	0.327	0.217	0.221	2.506	0.084
FBgn0011225	CG5695	jaguar	1.979	3.289	3.603	2.186	3.116
FBgn0011227	CG8764	oxen	395.350	459.426	333.011	362.721	245.472
FBgn0011230	CG14472	purity of essence	3.266	2.535	2.976	3.270	2.335
FBgn0011232	CG3766	scattered	5.858	5.028	5.951	5.986	4.533
FBgn0011236	CG5575	ken and barbie	12.950	15.962	8.145	0.557	6.597
FBgn0011239	CG31733	male sterile (2) 35Ci	0.254	0.469	3.431	1.247	3.427
FBgn0011241	CG10536	crossbronx	4.744	4.515	5.671	9.522	4.188
FBgn0011244	CG2830	Heat shock protein 60 related	0.000	0.002	0.006	0.000	0.002
FBgn0011259	CG18405	Sema-1a	0.155	0.050	0.312	0.494	0.034
FBgn0011260	CG4700	Sema-2a	9.303	4.667	2.165	0.143	1.367
FBgn0011270	CG17645	Pglym87	0.000	0.000	0.000	0.009	0.013
FBgn0011272	CG4651	Ribosomal protein L13	2086.226	2068.386	1614.467	679.499	1300.476
FBgn0011273	CG17769	Androcam	0.003	0.006	0.000	0.000	0.004
FBgn0011274	CG6794	Dorsal-related immunity factor	2.130	4.464	2.264	0.819	2.033
FBgn0011276	CG2655	Helix loop helix protein 3B	0.066	0.110	0.081	0.108	0.118
FBgn0011277	CG3052	Helix loop helix protein 4C	0.065	0.153	0.106	0.145	0.053
FBgn0011278	CG6545	ladybird early	0.000	0.001	0.002	0.000	0.001
FBgn0011279	CG10436	Odorant-binding protein 69a	0.924	0.566	0.974	14.439	0.750
FBgn0011280	CG1668	Odorant-binding protein 19d	0.000	0.006	0.002	0.006	0.005
FBgn0011281	CG11421	Odorant-binding protein 83a	0.005	0.000	0.000	0.024	0.000
FBgn0011282	CG1176	Odorant-binding protein 84a	0.027	0.019	0.018	0.011	0.010
FBgn0011283	CG6641	Odorant-binding protein 28a	0.065	0.015	0.223	0.109	0.078
FBgn0011284	CG11276	Ribosomal protein S4	2850.492	3081.732	2414.674	877.526	1784.162
FBgn0011286	CG10844	Ryanodine receptor	0.002	0.006	0.018	0.036	0.007
FBgn0011288	CG40452	Synapse protein 25	0.013	0.018	0.064	0.377	0.036
FBgn0011289	CG5930	Transcription factor IIA L	29.775	27.433	19.144	29.533	13.137
FBgn0011290	CG17358	TBP-associated factor 12	10.094	8.880	8.421	11.259	6.959
FBgn0011291	CG4079	TBP-associated factor 11	14.768	18.017	19.834	27.817	12.774
FBgn0011293	CG6642	antennal protein 10	0.014	0.076	0.521	0.035	0.339
FBgn0011294	CG5430	antennal protein 5	0.000	0.000	0.000	0.088	0.000
FBgn0011296	CG4533	lethal (2) essential for life	0.122	0.390	0.115	2.014	4.586
FBgn0011297	CG4084	lethal (2) neighbor of tid	10.595	10.365	12.815	13.534	8.199
FBgn0011300	CG8224	baboon	3.119	2.462	2.901	4.116	2.011
FBgn0011305	CG5655	Repressor splicing factor 1	16.968	5.568	8.491	28.689	6.638
FBgn0011327	CG3431	Ubiquitin carboxy-terminal hydrolase L5 ortholog	7.301	7.013	8.738	6.157	8.484
FBgn0011335	CG6801	lethal (3) j2D3	4.158	5.378	5.693	5.244	4.153
FBgn0011336	CG7748	Oligosaccharyl transferase 3	56.332	74.903	61.578	64.149	60.095
FBgn0011361	CG9160	mitochondrial acyl carrier protein 1	80.748	138.230	132.531	69.632	87.776
FBgn0011455	CG9762	lethal (3) neo18	123.399	132.100	209.874	152.708	158.191
FBgn0011474	CG3307	pr-set7	0.526	0.698	0.505	0.555	0.473
FBgn0011476	CG14865	lethal (3) neo43	19.738	14.739	27.819	67.556	22.738
FBgn0011481	CG7187	Sequence-specific single-stranded DNA-binding protein	3.596	2.256	3.914	5.924	2.608
FBgn0011509	CG33162	Signal recognition particle receptor beta	5.012	5.144	5.139	4.012	4.760
FBgn0011554	CG12386	etaTrypsin	8.315	17.855	48.268	8.716	114.773
FBgn0011555	CG12385	thetaTrypsin	7.911	14.930	296.052	544.253	308.376
FBgn0011556	CG12387	zetaTrypsin	3.975	9.106	40.552	25.846	815.987
FBgn0011559	CG7157	Accessory gland protein 36DE	0.076	0.069	0.057	0.154	0.117
FBgn0011566	CG13761	Buzidau	2.381	2.445	2.238	2.224	1.471
FBgn0011569	CG6577	cannonball	0.009	0.002	0.003	0.007	0.004
FBgn0011570	CG17158	capping protein beta	21.625	37.386	32.430	30.921	25.280
FBgn0011571	CG3606	cabeza	17.043	10.349	10.756	8.065	6.598
FBgn0011573	CG12019	Cdc37	78.240	82.794	79.238	91.466	69.369
FBgn0011576	CG3466	Cytochrome P450-4d2	5.033	5.313	4.364	8.709	12.532
FBgn0011581	CG6440	Myosuppressin	0.068	0.028	0.072	0.240	0.100
FBgn0011582	CG9652	Dopamine 1-like receptor 1	0.018	0.021	0.088	1.982	0.073
FBgn0011584	CG4758	Translocation protein 1	15.113	12.755	14.131	18.308	21.015
FBgn0011586	CG1871	enhancer of rudimentary	4.259	3.272	3.718	6.339	2.782
FBgn0011589	CG5076	Eag-like K[+] channel	0.010	0.009	0.013	0.570	0.010
FBgn0011591	CG10580	fringe	11.645	17.543	17.707	0.361	4.840
FBgn0011592	CG8581	frazzled	4.837	3.694	3.464	2.083	1.628
FBgn0011596	CG4568	fuzzy onions	0.112	0.187	0.190	0.299	0.140
FBgn0011603	CG15444	inebriated	0.608	0.183	0.204	0.639	0.499
FBgn0011604	CG8625	Imitation SWI	1.531	0.440	0.851	0.576	0.562
FBgn0011606	CG8590	Kinesin-like protein at 3A	0.425	0.482	0.548	0.587	0.579
FBgn0011638	CG10922	La autoantigen-like	108.058	130.054	97.948	27.530	56.088
FBgn0011640	CG8597	lark	8.177	5.845	6.825	5.983	4.214
FBgn0011642	CG32018	Zyxin	1.259	1.488	1.350	2.386	1.043
FBgn0011648	CG12399	Mothers against dpp	15.285	9.656	11.106	7.760	7.048
FBgn0011653	CG15002	masquerade	0.005	0.008	0.012	0.031	0.037
FBgn0011655	CG1775	Medea	3.791	2.845	3.399	2.782	2.667
FBgn0011656	CG1429	Myocyte enhancer factor 2	0.991	0.814	0.892	1.040	0.758
FBgn0011659	CG11482	Mlh1	2.658	2.045	1.108	0.869	0.803
FBgn0011660	CG8169	Pms2	0.652	0.725	0.311	0.535	0.319
FBgn0011661	CG10701	Moesin	8.341	12.213	18.304	10.226	22.413
FBgn0011666	CG5099	musashi	1.470	0.667	0.787	0.556	0.329
FBgn0011668	CG9074	Male-specific RNA 57Da	0.035	0.000	0.000	0.000	0.137
FBgn0011669	CG5016	Male-specific RNA 57Db	0.021	0.000	0.018	0.000	0.433
FBgn0011670	CG4986	Male-specific transcript 57Dc	0.181	0.019	0.000	0.000	0.106
FBgn0011672	CG3671	Malvolio	1.465	2.409	2.833	4.587	3.499
FBgn0011674	CG11312	inscuteable	31.474	27.668	25.400	2.979	5.505
FBgn0011676	CG6713	Nitric oxide synthase	0.011	0.012	0.053	0.013	0.021
FBgn0011692	CG1258	pavarotti	1.606	0.428	0.309	0.329	0.503
FBgn0011693	CG4899	Photoreceptor dehydrogenase	0.072	0.065	0.096	0.108	0.103
FBgn0011694	CG2665	Protein ejaculatory bulb II	0.140	0.778	0.488	0.869	0.589
FBgn0011695	CG11390	Ejaculatory bulb protein III	25.861	641.611	389.278	10.580	1279.302
FBgn0011701	CG31240	reversed polarity	0.035	0.172	0.049	0.404	0.094
FBgn0011703	CG5371	Ribonucleoside diphosphate reductase large subunit	16.658	23.085	8.391	3.708	5.092
FBgn0011704	CG8975	Ribonucleoside diphosphate reductase small subunit	40.143	62.426	29.466	40.160	19.810
FBgn0011705	CG9552	rolling stone	47.022	56.660	38.750	10.531	20.083
FBgn0011706	CG4319	reaper	1.273	0.924	0.390	14.298	0.762
FBgn0011708	CG4214	Syntaxin 5	19.673	16.175	15.308	18.972	14.378
FBgn0011710	CG1403	Septin 1	31.698	17.031	20.799	16.065	10.036
FBgn0011715	CG1064	Snf5-related 1	55.717	32.832	30.797	36.701	22.707
FBgn0011722	CG11527	Tiggrin	0.009	0.084	0.071	0.028	0.149
FBgn0011723	CG7260	brachyenteron	0.007	0.023	0.011	0.020	0.459
FBgn0011725	CG31137	twin	2.752	1.795	1.979	3.183	1.749
FBgn0011726	CG4254	twinstar	1748.424	2768.289	2622.402	1334.004	1651.684
FBgn0011737	CG4488	wee	0.958	0.644	0.668	0.737	0.506
FBgn0011739	CG12072	warts	4.912	5.704	5.266	6.870	4.260
FBgn0011740	CG18802	alpha Mannosidase II	1.176	1.149	1.182	0.974	0.829
FBgn0011741	CG11678	Actin-related protein 6	35.681	31.413	30.605	26.348	20.402
FBgn0011742	CG9901	Actin-related protein 2	4.512	9.365	11.944	13.089	11.279
FBgn0011743	CG5409	Actin-related protein 53D	0.012	0.005	0.010	0.000	0.013
FBgn0011745	CG6174	Actin-related protein 1	78.651	132.820	122.778	89.754	97.122
FBgn0011746	CG8084	anachronism	0.191	0.106	0.907	0.193	0.711
FBgn0011747	CG1651	Ankyrin	3.584	3.567	4.343	3.575	3.193
FBgn0011754	CG1830	Phosphorylase kinase gamma	3.326	3.825	3.391	4.590	4.488
FBgn0011758	CG5529	BarH1	0.022	0.021	0.011	0.005	0.004
FBgn0011760	CG6998	cut up	19.923	22.205	26.544	47.618	21.034
FBgn0011761	CG4193	deadhead	0.553	0.458	0.109	0.296	0.439
FBgn0011762	CG7108	DNA polymerase alpha 50kD	2.603	2.859	1.990	1.603	1.437
FBgn0011763	CG4654	DP transcription factor	6.763	4.640	5.926	8.519	5.025
FBgn0011764	CG12223	Dorsal switch protein 1	1.284	0.661	0.642	0.823	0.565
FBgn0011766	CG6376	E2F transcription factor	5.408	3.646	4.479	4.687	3.135
FBgn0011768	CG6598	Formaldehyde dehydrogenase	129.873	167.357	132.452	115.981	144.852
FBgn0011769	CG4205	Ferredoxin	17.205	15.731	12.188	8.081	8.511
FBgn0011770	CG2227	GIP-like	54.609	87.334	89.659	61.025	105.642
FBgn0011771	CG5837	HEM-protein	12.684	14.574	12.811	8.500	9.516
FBgn0011774	CG5247	Inverted repeat-binding protein	10.835	10.145	6.908	4.089	5.094
FBgn0011785	CG31132	BRWD3	1.509	1.230	1.204	1.117	0.984
FBgn0011787	CG5012	mitochondrial ribosomal protein L12	143.794	190.286	213.246	124.598	106.300
FBgn0011802	CG6539	Gemin3	0.414	0.186	0.347	0.219	0.253
FBgn0011812	CR30367	Larval cuticle protein 1 pseudogene	0.021	0.028	0.036	0.000	0.047
FBgn0011817	CG7892	nemo	1.313	1.318	1.305	1.597	0.714
FBgn0011818	CG9884	out at first	2.298	2.310	2.393	1.592	1.821
FBgn0011822	CG13374	pepsinogen-like	23.464	40.003	126.646	88.836	75.356
FBgn0011823	CG4799	Pendulin	28.134	5.857	3.802	1.183	4.124
FBgn0011824	CG4038	-	126.918	69.395	78.137	13.967	26.459
FBgn0011826	CG9842	Protein phosphatase 2B at 14D	2.027	1.463	2.162	2.739	1.676
FBgn0011828	CG12002	Peroxidasin	0.010	0.016	0.006	0.009	0.017
FBgn0011829	CG14396	Ret oncogene	0.021	0.006	0.006	0.578	0.007
FBgn0011832	CG17240	Serine protease 12	0.000	0.029	0.004	0.000	0.000
FBgn0011834	CG2071	Serine protease 6	0.752	2.924	13.964	12.101	80.921
FBgn0011836	CG6711	TBP-associated factor 2	2.155	1.805	2.473	1.794	1.275
FBgn0011837	CG4070	Tis11 homolog	47.618	27.657	30.533	19.018	30.346
FBgn0011840	CR31574	transfer RNA:ala:90C	0.000	0.113	0.000	0.000	0.000
FBgn0011844	CR32125	transfer RNA:asp2:69F	0.135	0.251	0.169	0.037	0.250
FBgn0011845	CR31540	transfer RNA:asp:96A	0.000	0.000	0.000	0.000	0.071
FBgn0011848	CR30453	transfer RNA:glu4:56Fa	0.000	0.000	0.000	0.000	0.000
FBgn0011849	CR30455	transfer RNA:glu4:56Fb	0.000	1.229	0.235	0.556	1.291
FBgn0011850	CR30451	transfer RNA:glu4:56Fc	0.080	0.000	0.048	0.165	0.140
FBgn0011851	CR32327	transfer RNA:glu4:62Aa	0.000	0.000	0.000	0.000	0.000
FBgn0011852	CR32326	transfer RNA:glu4:62Ab	0.000	0.000	0.000	0.000	0.000
FBgn0011853	CR32325	transfer RNA:glu4:62Ac	0.000	0.000	0.000	0.000	0.000
FBgn0011854	CR32323	transfer RNA:glu4:62Ad	0.000	0.000	0.000	0.000	0.000
FBgn0011855	CR32322	transfer RNA:glu4:62Ae	0.000	0.000	0.000	0.000	0.000
FBgn0011858	CR31586	transfer RNA:phe2:89BC	0.000	0.000	0.058	0.000	0.053
FBgn0011859	CR31667	transfer RNA:gly3:22BCa	0.031	0.000	0.099	0.000	0.000
FBgn0011860	CR31945	transfer RNA:gly3:22BCb	0.035	0.000	0.000	0.000	0.000
FBgn0011861	CR31903	transfer RNA:gly3:28D	0.000	0.000	0.000	0.000	0.000
FBgn0011862	CR31977	transfer RNA:gly3:35Ba	0.000	0.000	0.000	0.000	0.000
FBgn0011863	CR31978	transfer RNA:gly3:35Bb	0.000	0.000	0.000	0.044	0.000
FBgn0011864	CR31982	transfer RNA:gly3:35Bc	0.000	0.000	0.000	0.000	0.000
FBgn0011865	CR31981	transfer RNA:gly3:35Bd	0.000	0.000	0.000	0.000	0.000
FBgn0011866	CR31980	transfer RNA:gly3:35Be	0.000	0.000	0.000	0.000	0.000
FBgn0011867	CR30236	transfer RNA:gly3:53E	0.000	0.000	0.000	0.000	0.000
FBgn0011868	CR30228	transfer RNA:gly3:55E	0.000	0.059	0.000	0.076	0.000
FBgn0011869	CR30214	transfer RNA:gly3:56EFa	0.000	0.000	0.000	0.000	0.000
FBgn0011870	CR30138	transfer RNA:gly3:56EFb	0.000	0.000	0.000	0.000	0.000
FBgn0011871	CR30207	transfer RNA:gly3:57BCa	0.000	0.000	0.000	0.000	0.000
FBgn0011872	CR30210	transfer RNA:gly3:57BCb	0.588	0.355	11.922	2.167	7.730
FBgn0011877	CR30253	transfer RNA:his:pseudogene	1.830	3.523	2.560	1.403	1.800
FBgn0011878	CR30252	transfer RNA:his:48F	4.967	4.479	2.221	1.179	1.622
FBgn0011879	CR30233	transfer RNA:his:56E	0.040	0.795	0.043	0.105	0.000
FBgn0011880	CR30313	transfer RNA:ile:42A	0.000	0.098	0.166	0.103	0.000
FBgn0011881	CR32842	transfer RNA:ile:49Fa	1.788	0.726	0.828	0.068	0.354
